-1.2025, 0.0386, 0.1743
-1.2045, 0.0330, 0.1744
-1.1994, 0.0285, 0.1751
-1.1939, 0.0265, 0.1802
-1.1884, 0.0245, 0.1853
-1.1830, 0.0225, 0.1903
-1.1775, 0.0204, 0.1954
-1.1720, 0.0184, 0.2005
-1.1526, 0.0176, 0.2061
-1.1289, 0.0169, 0.2112
-1.0614, 0.0161, 0.2078
-0.9810, 0.0155, 0.2011
-0.9017, 0.0147, 0.1935
-0.8287, 0.0139, 0.1861
-0.7682, 0.0132, 0.1816
-0.6950, 0.0125, 0.1714
-0.6283, 0.0119, 0.1617
-0.5564, 0.0113, 0.1470
-0.5054, 0.0110, 0.1407
-0.4545, 0.0107, 0.1345
-0.4142, 0.0105, 0.1337
-0.3729, 0.0103, 0.1312
-0.3287, 0.0100, 0.1250
-0.2813, 0.0098, 0.1134
-0.2315, 0.0097, 0.0939
-0.1816, 0.0096, 0.0632
-0.1295, 0.0095, 0.0025
-0.0760, 0.0094, -0.1495
-0.0224, 0.0094, -1.0350
0.0315, 0.0094, 1.1115
0.0853, 0.0094, 0.5488
0.1399, 0.0093, 0.4215
0.1938, 0.0093, 0.3655
0.2473, 0.0094, 0.3336
0.3020, 0.0094, 0.3134
0.3559, 0.0094, 0.2992
0.4082, 0.0095, 0.2881
0.4605, 0.0096, 0.2794
0.5129, 0.0095, 0.2724
0.5655, 0.0096, 0.2667
0.6171, 0.0098, 0.2617
0.6661, 0.0101, 0.2568
0.7179, 0.0102, 0.2531
0.7679, 0.0102, 0.2493
0.8155, 0.0102, 0.2453
0.9436, 0.0108, 0.2597
1.0208, 0.0114, 0.2617
1.0688, 0.0117, 0.2582
1.1134, 0.0120, 0.2544
1.1582, 0.0123, 0.2509
1.2014, 0.0126, 0.2474
1.2411, 0.0132, 0.2438
1.2784, 0.0138, 0.2400
1.3198, 0.0142, 0.2369
1.3572, 0.0146, 0.2334
1.3945, 0.0151, 0.2302
1.4323, 0.0156, 0.2273
1.4687, 0.0163, 0.2244
1.5025, 0.0171, 0.2216
1.5311, 0.0182, 0.2186
1.5569, 0.0196, 0.2157
1.5917, 0.0206, 0.2137
1.6249, 0.0217, 0.2118
1.6562, 0.0230, 0.2100
1.6842, 0.0247, 0.2082
1.7075, 0.0268, 0.2065
1.7211, 0.0299, 0.2048
1.7202, 0.0345, 0.2033
1.7349, 0.0381, 0.2023
1.7443, 0.0423, 0.2014
1.7416, 0.0481, 0.2009
1.7232, 0.0558, 0.2007
1.6814, 0.0667, 0.2013
1.6033, 0.0827, 0.2033
1.5457, 0.0964, 0.2054
1.4963, 0.1094, 0.2078
1.4482, 0.1225, 0.2108
1.3985, 0.1363, 0.2147
1.3525, 0.1499, 0.2194
1.3345, 0.1591, 0.2222
1.2996, 0.1716, 0.2273
1.2697, 0.1838, 0.2328
1.2720, 0.1901, 0.2347
