-0.6635, 0.0248, -0.0225
-0.6542, 0.0221, -0.0222
-0.6472, 0.0198, -0.0192
-0.6455, 0.0179, -0.0118
-0.6131, 0.0168, -0.0216
-0.5716, 0.0161, -0.0376
-0.5277, 0.0154, -0.0574
-0.4821, 0.0147, -0.0820
-0.4326, 0.0140, -0.1159
-0.3837, 0.0135, -0.1573
-0.3334, 0.0129, -0.2133
-0.2818, 0.0123, -0.2922
-0.2288, 0.0117, -0.4106
-0.1745, 0.0112, -0.6979
-0.1202, 0.0106, -0.9852
-0.0673, 0.0100, -1.9350
-0.0176, 0.0092, -7.9708
0.0347, 0.0085, 4.3759
0.0858, 0.0081, 1.8960
0.0655, 0.0092, 2.1558
0.0846, 0.0095, 1.6268
0.1182, 0.0097, 1.1907
0.1606, 0.0098, 0.9194
0.2066, 0.0099, 0.7558
0.2544, 0.0100, 0.6501
0.3038, 0.0102, 0.5771
0.3528, 0.0103, 0.5247
0.4027, 0.0104, 0.4848
0.4528, 0.0106, 0.4537
0.5022, 0.0108, 0.4289
0.5519, 0.0110, 0.4084
0.6027, 0.0111, 0.3913
0.6527, 0.0113, 0.3769
0.7010, 0.0116, 0.3643
0.7503, 0.0117, 0.3534
0.7998, 0.0119, 0.3438
0.8491, 0.0122, 0.3352
0.8973, 0.0125, 0.3275
0.9436, 0.0130, 0.3204
0.9927, 0.0133, 0.3141
1.0402, 0.0136, 0.3082
1.0872, 0.0140, 0.3028
1.1329, 0.0144, 0.2977
1.1765, 0.0151, 0.2928
1.2200, 0.0157, 0.2882
1.2649, 0.0161, 0.2840
1.3100, 0.0165, 0.2800
1.3534, 0.0171, 0.2762
1.3944, 0.0177, 0.2725
1.4307, 0.0186, 0.2685
1.4671, 0.0195, 0.2648
1.5080, 0.0202, 0.2616
1.5474, 0.0208, 0.2584
1.5837, 0.0216, 0.2552
1.6199, 0.0224, 0.2521
1.6544, 0.0233, 0.2491
1.6844, 0.0245, 0.2460
1.7082, 0.0261, 0.2427
1.7338, 0.0277, 0.2396
1.7628, 0.0290, 0.2368
1.7913, 0.0305, 0.2342
1.8198, 0.0319, 0.2316
1.8608, 0.0337, 0.2306
1.9185, 0.0372, 0.2321
1.9216, 0.0414, 0.2296
1.9250, 0.0459, 0.2276
1.9365, 0.0500, 0.2260
1.9394, 0.0552, 0.2246
1.9295, 0.0621, 0.2237
1.8990, 0.0716, 0.2235
1.8392, 0.0851, 0.2246
1.7509, 0.1030, 0.2277
1.6972, 0.1164, 0.2301
1.6459, 0.1303, 0.2336
1.5993, 0.1439, 0.2376
1.5508, 0.1580, 0.2426
1.5113, 0.1711, 0.2477
1.4971, 0.1800, 0.2506
1.4651, 0.1924, 0.2561
1.4357, 0.2046, 0.2618
1.4340, 0.2114, 0.2638
1.4042, 0.2242, 0.2706
1.4091, 0.2298, 0.2717
